,debate,date,speech,name,party,sentiment,score
419,Brexit Negotiations,11 December 2017,"Senior civil servants across Whitehall have reportedly been instructed from here on not to commit to writing any evaluation they make of the impact of Brexit on their industry sectors. Is that true? If so, why the cover-up?",Chuka Umunna,Labour,Tentative,0.668261
420,The Government's Plan for Brexit,7 December 2016,"Like the right hon. Gentleman, I campaigned to remain, and we do all have a responsibility now to try to get the best deal, but the most basic business lesson shows us not only the point about not playing our hand, but that we should not narrow our options. We want to keep our options as wide as possible, not narrow them, which is the thrust of what the Labour Front-Bench spokesman was getting at, which takes us down a narrow lane when we want to keep things as wide as possible to get the best deal.",James Cartlidge,Conservative,Tentative,0.789226
421,Brexit Negotiations and No Deal Contingency Planning,4 September 2018,Many businesses in Colne Valley are concerned about the uncertainty of the outcome of Brexit negotiations. One constituent has contacted me with genuine worries about future staffing and recruitment of EU nationals. Should not the Government be putting the interests of local businesses and livelihoods above party divisions?,Thelma Walker,Labour,Tentative,0.647781
422,Brexit Negotiations and No Deal Contingency Planning,4 September 2018,"May I counsel my right hon. Friend against self-delusion? None of us who were present listening to Mr Barnier yesterday can be in any doubt that he understands perfectly what is involved in the Chequers arrangements, and he rejects, without qualification, the facilitated customs arrangements and the common rulebook. Why does my right hon. Friend not accept his get-out clause and chuck Chequers now?",Sir Christopher Chope,Conservative,Tentative,0.789226
423,The Government's Plan for Brexit,7 December 2016,"May I say how strongly I support my right hon. Friend? My right hon. and learned Friend the Member for Rushcliffe (Mr Clarke), who is of course a very great national treasure, called for us to set out our strategic vision, but surely this Government have set out that strategic vision with great clarity: we want to recover control of our borders, make our own laws, keep our own money, engage in free trade, and leave the European Union. What could be more strategic than that?",Sir Gerald Howarth,Conservative,Confident,0.749706
424,Brexit Negotiations and No Deal Contingency Planning,4 September 2018,"Ministers have implied in the past that the chemical industry can take comfort that good progress has been made on the future of the EU regulation concerning the registration, evaluation, authorisation and restriction of chemicals, which governs, among other things, the production and quality standards for chemicals. Can the Secretary of State give chemical companies on ​Teesside the assurance that REACH will apply and that there will be no other impediments to their business if we get a no deal Brexit?",Alex Cunningham,Labour,Joy,0.51852
425,Brexit: Human Rights,12 December 2017,"The Government have given an undertaking to require a ministerial Statement for any Brexit-related primary or secondary legislation on whether and how it is consistent with the Equality Act 2010. There is no such requirement, however, for consistency with the provision of rights underpinning the Belfast/Good Friday agreement, yet the adequacy of the proposed protection of rights will be of particular significance in Northern Ireland. Human rights, equality and employment rights are a central and essential ingredient of the Belfast/Good Friday agreement. In the absence of a functioning Executive at Stormont, the legislature in Northern Ireland is unable to consider the implications of the Bill for those rights. The people do not have a voice in the way that the Northern Ireland Act is intended to work. It would be a travesty if Brexit were achieved at the price of loss of confidence in the rights of the people in Northern Ireland. The narrative must not be defined only by the perceived needs of English voters. As to the future, the amendment or repeal of the Human Rights Act may well be regarded by some as a breach of the Good Friday agreement itself.",Baroness Drake,Labour,Tentative,0.550711
426,The Government's Plan for Brexit,7 December 2016,"My hon. Friend is making an excellent speech about the importance of the farming sector. She will know that we have had representations from the National Trust and the Royal Society for the Protection of Birds, which have millions of members, all of whom are concerned about biodiversity, which is what farmers support in this country. Farmers cannot provide the environmental goods if their income makes farming uneconomic.",Helen Goodman,Labour,Joy,0.716439
427,Brexit Negotiations and No Deal Contingency Planning,4 September 2018,"Will the Secretary of State explain what will happen on medicines in the event of no deal? Over the summer, the Secretary of State for Health said that the public should not stockpile medicine, but industry has been told the opposite. Does the Secretary of State think that that is at all reassuring for people with chronic conditions who need their drugs?",Helen Goodman,Labour,Confident,0.726613
428,"Brexit, Science and Innovation",6 September 2018,"My hon. Friend is too generous in giving way; I am sorry to interrupt his flow, because he is making an important and lively speech. Will he join me in welcoming the fact that the Government have made the biggest investment in research in 40 years? Does he agree that it is important that we now find a way to make sure that that drives growth and an improvement in wages?",Alex Burghart,Conservative,Confident,0.851412
429,Brexit: Food Prices,14 November 2017,"My Lords, will the Minister accept that his words stating that the Government are aware of the impact of rising food prices on the poorest people in the country have a hollow ring? To be aware of the problem and pursue policies that worsen the situation is a very evil act. Many of these families are suffering enormously because of the Government’s policies. Will the Minister take back the message that nobody wants to see this deprivation continue and that all benefits should be increased to account for the increase in the cost of food?",Baroness Farrington of Ribbleton,Labour,Confident,0.840659
430,Brexit: Role of Parliament,18 July 2016,"My Lords, would the Minister care to be more specific on the issue of reaching the conclusion on what should happen with Brexit—what the terms will be et cetera? He referred to consultation. Did he mean consultation after the Government have decided what the terms are, or will Members of the Commons, the Lords and the Assemblies be consulted before consultation is taken more generally? Is it just a government decision as to how it happens?",Baroness Farrington of Ribbleton,Labour,Tentative,0.586281
431,Brexit: Economic Impact,18 October 2016,"My Lords, I commend my noble friend for dismissing this earlier projection or model. Is he aware that it is regarded as completely useless for two reasons? One is that it takes no account of the other economic dimensions besides trade—there are many—and the other is that it is a so-called gravity model, designed for geographers. All reputable economists regard it as completely useless because it contains, among other things, no prices.",Lord Lawson of Blaby,Conservative,Confident,0.843719
432,Brexit: Fashion Industry,15 March 2018,"My Lords, I congratulate my noble friend on his excellent Answer to the original Question. The Liberal Democrats’ refusal to accept this clearly portrays a lack of confidence in this country’s ​ability to govern itself. Does he think that that is simply a lack of confidence in this country, or that it might be because the Liberal party will never be in government again?",Lord Lawson of Blaby,Conservative,Tentative,0.763147
433,Brexit: Sectoral Impact Assessments,2 November 2017,"My Lords, I welcome my noble friend to his new responsibilities, which he is particularly well equipped to perform. I look forward to hearing a lot more from him in the weeks and months to come. Is not this all a lot of nonsense? We all know from the Treasury’s forecasts of the short-term impact of the Brexit decision that it does not have a clue—to put it politely. The longer-term impacts will depend overwhelmingly on what policies we put in place post Brexit when we are free to do so. That is true not only of the agricultural sector, for example, but of the whole of the rest of the economy. Since these policies have not yet been decided, is it not the case that this is a complete farce and that the Opposition are simply seeking to embarrass the Government—which is what Oppositions do—in the face of an international negotiation?",Lord Lawson of Blaby,Conservative,Joy,0.599133
434,Brexit: North-East of England,9 May 2018,"My Lords, is my noble friend aware, apart from the fact that the short-term economic forecasts put out by Project Fear have already been proven to be false, that serious academic studies have shown that medium and long-term economic forecasts are not worth the paper they are written on? Is he aware that I was Chancellor of the Exchequer at the time that Nissan had to decide where it was going to put its European headquarters? I remember the discussions very well, and Nissan was not at all concerned about our membership of the European Union. It was concerned about the quality of the workforce, our regulatory system and, above all, our tax system. It decided to come to this country, which has been a huge success for it.",Lord Lawson of Blaby,Conservative,Confident,0.910617
435,Brexit: European Union Police Databases and Extradition Arrangements,20 June 2018,"My Lords, I was Home Secretary when we entered the European arrest warrant as part of the negotiation at the time. I reinforce the points made by the noble Lord, Lord King, and my noble friend Lord Anderson. But I make a little offer. It is entirely right that we have to persuade Michel Barnier and others that it is in everyone’s mutual interest to retain our facility and access to the EAW, but in 2014 many of us had a real task in persuading the coalition Government, I think probably because of the Liberal Democrats, that remaining in or re-entering—because we had the opt-out—the EAW was essential. I offer my heartfelt skill in negotiating with Michel Barnier, as we had to do with the coalition Government.",Lord Blunkett,Labour,Anger,0.525298
436,Brexit: Agriculture,14 January 2019,"My Lords, despite the government statement on the level of farm support to 2020—and 2022—this has been a period of unparalleled anxiety for the members of the farmers union that I served as a young man, as its legal adviser in Wales. This House’s Delegated Powers Committee delivered a hammer blow in October 2017, criticising the Agriculture Bill for transferring European powers to Ministers, bypassing the devolved Administrations. Specifically, when do the Government intend to carry out their undertaking to respond within the agreed period to the committee’s report?",Lord Morris of Aberavon,Labour,Confident,0.735152
437,Brexit: Legal Position of Withdrawal Agreement,3 December 2018,"My Lords, I speak as a former Attorney-General. I adhere to the convention that it is not in the public interest to disclose the fact or the content of the Law Officers’ advice. However, there have been exceptions, such as the debate on the Maastricht treaty and the exceptional circumstances of the Chilcot inquiry. We are grateful for the 43-page document setting out the legal position, but I ask specifically whether, in the public interest, without going into detail, the Attorney-General has reserved disclosure on any matters that he has advised on. Secondly, will the Minister confirm that there is nothing in the document incompatible with the advice that the Attorney-General has given to Her Majesty’s Government?",Lord Morris of Aberavon,Labour,Anger,0.503224
438,Brexit: Sheep Farmers,22 May 2018,"My Lords, my family’s interest in Welsh agriculture has been declared. The noble and learned Lord, Lord Keen of Elie, responding on 2 May to my speech on the withdrawal Bill, was unable to set out what the basis of the agricultural payments will be after 2020. Would it not be grossly unfair and a backward step if future payments in Wales were made on the Barnett formula rather than on the present basis? Further, can the Minister clarify the position and put an end to the anxiety of sheep farmers, whose livelihoods are at stake?",Lord Morris of Aberavon,Labour,Sadness,0.519014
439,Brexit: Welsh Economy,13 November 2018,"My Lords, the original Clause 11 of the Brexit Bill totally ignored the devolved legislatures. Eventually the Government did a U-turn, following pressure in this House. What is the Government’s reaction to the blockbuster report of this House’s Delegated Powers Committee on the Agriculture Bill, which expresses its dismay at the major transfer of powers to Ministers, bypassing Parliament and the devolved legislatures? Can we expect a U-turn here as well?",Lord Morris of Aberavon,Labour,Confident,0.85399
440,Brexit: Financial Settlement,12 October 2017,"My Lords, will the settlement take into account the failure of the auditors of the Community to certify the accounts for more than 10 years?",Lord Morris of Aberavon,Labour,Sadness,0.556959
441,BBC: Brexit,30 January 2018,"My Lords, is the Minister aware that the noble Lord, Lord Pearson, and those of his ilk would not be satisfied if every programme that the BBC broadcast on current affairs started with a litany which said, “Confusion to the Commission and down with the tyrannous EU!”? That would not be enough for them. It is vintage Trump: “I didn’t say it. If I said it, I didn’t mean it. If I said it and meant it, nobody believed it”. It is the last screech of a dying cause.",Lord Richard,Labour,Sadness,0.692668
442,Brexit: World Trade Organization,11 October 2017,"My Lords, the noble Baroness said on a number of occasions that she is confident that the Government will be able to replicate our existing trading position. Can she enlighten us as to how on earth the Government propose to do that?",Lord Richard,Labour,Confident,0.818552
443,Brexit: Statutory Instruments,10 January 2019,"My Lords, I draw the Minister’s attention to a statutory instrument produced by BEIS. It runs to 636 pages, weighs 2.54 kilos and covers 11 disparate subjects addressed to this House as one statutory instrument. Regarding procedures, this is unprecedented. Can the Minister assure the House that this is not simply an underhand way to reduce the number of statutory instruments we need to scrutinise, thereby reducing delays? It would take days for this document alone to undergo proper scrutiny in this House.",Lord Cunningham of Felling,Labour,Confident,0.641705
444,Brexit: Sheep Farmers,22 May 2018,"My Lords, is the Minister aware that hill farmers throughout the United Kingdom are already among the lowest earners in agriculture? Any damage to them, whether through exports to Europe or the Government’s failure to support them adequately, will have a catastrophic effect in the hills on families and their children.",Lord Cunningham of Felling,Labour,Tentative,0.851154
445,Brexit: Science and Research Funding,5 June 2018,"My Lords, is the Minister sanguine about the negotiations on our membership of the Galileo programme? Has he or his department done any calculation as to what the consequences will be for the United Kingdom if we are excluded from that very important programme?",Lord Cunningham of Felling,Labour,Tentative,0.814556
446,Brexit: Fisheries Management,20 March 2018,"My Lords, the Minister is correct to be cautious about this very complicated matter. Most people know that 75% of all fish caught in United Kingdom waters is exported and that, conversely, most of the fish consumed in our fish shops, our restaurants and at home is imported. There is an important deal to be done here. The vacuous promise of taking back control has been exposed, as my noble friend pointed out. We need access to other people’s waters just as they need access to ours—otherwise fishing will grind to a halt in many of our communities. The idea that British vessels will fish only in British waters and everyone else will be excluded is for the birds—or perhaps I should say for the fish.",Lord Cunningham of Felling,Labour,Sadness,0.569892
447,Brexit: Attorney-General’s Advice,29 November 2018,"My Lords, I am sorry to intervene in a subject on which I am not expert, but it seems to me that the Minister is saying that there is nothing to worry about and we just have to wait until ​3 December. Do I infer correctly from that that the Statement to be made on 3 December will fully comply in every detail with the resolution that was passed in the other place?",Baroness Hayman,Crossbench,Sadness,0.573532
448,Brexit: United Kingdom-Africa Trade and Development,25 April 2017,"My Lords, today is World Malaria Day. I do not expect the Minister to have read and digested the report published today, Global Britain and Ending Malaria: The Bottom Line, compiled by Malaria No More and Ernst & Young, but it sets out that malaria costs this country £765 million in lost trade opportunities with the most affected countries. Does he agree that investment in malaria control not only saves lives and improves the economies of the affected countries but is a major benefit to this country in terms of life sciences investment and boosting British trade?",Baroness Hayman,Crossbench,Joy,0.660884
449,Brexit: EU Students,11 October 2017,"My Lords, are the Government aware of the impact that Erasmus students have had on the development of science in this country and of how detrimental their loss would be to many departments? I declare an interest as a member of the University of York, where we have benefited hugely from the mobility of students going both ways, and from their being able to work freely and to attend meetings and sessions when necessary while not having to fill out all kinds of paperwork before moving?",Baroness Afshar,Crossbench,Confident,0.813615
450,Brexit: Child Refugees,8 January 2018,"My Lords, are the Government aware that it is not only the brightest and best who manage to survive the experience of migration? Also, for many of us the moral economy of kin demands that we not only look after our immediate family, but have a moral duty to look after our extended family. ​Therefore, many of these children rely on aunts, cousins and people who are not their immediate family. Perhaps the Government should consider and celebrate differences and allow them to join their extended family.",Baroness Afshar,Crossbench,Joy,0.752653
451,Brexit: Science and Research Funding,5 June 2018,"My Lords, are the Government aware that this is already happening? I declare an interest as a member of the University of York, where already researchers who were invaluable in the Dorothy Hodgkin programme have left because they could not renew their visas and found that it was much easier to find a similar job in Europe. It is a matter of great regret, and the loss to this country is going to be considerable. Would the Government please reconsider?",Baroness Afshar,Crossbench,Sadness,0.654404
452,Brexit: Food Security,20 November 2018,"My Lords, as a farmer I find the idea of food shortages if there is no deal both scaremongering and proven nonsense. Does my noble friend agree that domestic production plays a crucial role in our food security and that the high standards and quality of our produce is recognised both abroad and at home? Surely we should encourage people to buy British.",Earl Cathcart,Conservative,Confident,0.834726
453,Brexit: Non-chemical Farming Methods,6 November 2017,"My Lords, as a farmer, can I ask the Minister whether he agrees that 25% to 75% of crops, depending on the crop, might be lost if no pesticides were used? Presumably, the alternative is to go for 100% GM crops.",Earl Cathcart,Conservative,Tentative,0.936899
454,Brexit: Environmental Standards,2 February 2017,"My Lords, is our departure from Europe not also a great opportunity to support and encourage our very important horticultural industry?",Baroness Fookes,Conservative,Confident,0.598602
455,Brexit: Statutory Instruments,10 January 2019,"My Lords, as has been touched on already, many of the SIs being laid are in preparation for a no-deal Brexit. Does the Minister agree that a huge amount of parliamentary and civil servants’ time, and money, would be far ​better spent and saved if the Government simply did not bring forward SIs that deal with a no-deal Brexit? Nobody wants it.",Lord McNicol of West Kilbride,Labour,Confident,0.522234
456,Brexit: Tourism and Hospitality Industries,18 July 2016,"My Lords, I thank the noble Baroness for that question bringing attention to the interests of the tourism sector and Brexit. Engagement with the sector is hugely important. We have made great strides in giving experts within tourism a more prominent voice in policy-making—for example, through the Tourism Industry Council. Tourism and hospitality industry stakeholders will be important in helping to inform Her Majesty’s Government’s policy during the coming months and years.",The Earl of Courtown,Conservative,Joy,0.532517
457,Brexit: Tourism and Hospitality Industries,18 July 2016,"My Lords, I thank the noble Lord, Lord Stevenson, for his kind words. He should know that we have nearly 4 million visits per annum from North America and 26.5 million visits a year from Europe, which produce an enormous amount of income for this country. The weaker pound this year will also help. That makes us a more attractive place to visit from Europe and North America. This is an opportunity to grab, and to showcase ourselves to both overseas and domestic markets.",The Earl of Courtown,Conservative,Tentative,0.581449
458,Brexit: Tourism and Hospitality Industries,18 July 2016,"My Lords, my noble friend draws attention to museums and galleries. I understand that a museum review will be taking place, but Her Majesty’s Government have been looking at this very carefully. We have the Tourism Industry Council, the interministerial group on tourism, the £40 million Discover England fund and grant-in-aid budgets for VisitBritain and VisitEngland will be stable until 2020.",The Earl of Courtown,Conservative,Confident,0.730865
459,Brexit: Tourism and Hospitality Industries,18 July 2016,"My Lords, the decision of the British people to leave the European Union creates new opportunities and challenges for the tourism and hospitality industries. The Secretary of State for Culture, Media and Sport will hold a round table with the sector before the end of July to listen and learn about those. There are no immediate changes to travel between the EU and the United Kingdom, or to the way in which our services are sold overseas.",The Earl of Courtown,Conservative,Joy,0.633222
460,Brexit: Tourism and Hospitality Industries,18 July 2016,"My Lords, the noble Baroness brings to the attention of the House an issue that was in the newspapers at the end of last week and the beginning of this. I will draw the House’s point of view to the department and write to her if there is any more that I can add.",The Earl of Courtown,Conservative,Tentative,0.616216
461,Brexit: Tourism and Hospitality Industries,18 July 2016,"My Lords, the noble Lord, Lord Lee of Trafford, brings to the attention of the House the ability to reduce value added tax or APD. These matters are always taken under consideration by the Treasury. He also mentioned people employed in this country in the United Kingdom hospitality industry. The Government’s position is clear: we fully expect that the legal rights of EU nationals already in the United Kingdom will be properly protected—they make a huge contribution to our country—but we need to win the same rights for British nationals living in European countries. We are confident that we will be able to reach an agreement, protecting the rights of EU nationals here and our citizens in Europe. Securing such an agreement will be a priority in our EU negotiations.",The Earl of Courtown,Conservative,Confident,0.709964
462,Brexit: Audio-visual Services,29 January 2018,"My Lords, I declare an interest as a series producer at ITN Productions who has just sold a series across the European Union. Are the Government planning to renegotiate the AVMS directive, which defines “European work”? If not, does the Minister recognise the damage that will be done to the UK television production sector if its productions cannot compete with a 50% European work quota?",Viscount Colville of Culross,Crossbench,Tentative,0.524716
463,Brexit: Child Refugees,8 January 2018,"My Lords, can the Minister tell the House what steps the Government have taken to prevent some of these very vulnerable children going missing once they are in this country?",Lord Laming,Crossbench,Sadness,0.687689
464,Brexit: Gibraltar,29 January 2018,"My Lords, I am grateful to the Minister for that reply. Can he enlarge on the principal mechanisms to assure the people of Gibraltar that they will not be excluded from any of the discussions? The Minister will know very well the sensitivity of this issue for the people of Gibraltar.",Lord Laming,Crossbench,Confident,0.775381
465,NHS: Brexit-related Risks,5 July 2018,"My Lords, I congratulate the noble Lord on his stamina this morning—more Fleetwood Mac than Iron Maiden. Given that the Government seem a long way off getting any sort of Brexit deal on goods and services, will the Minister tell the House whether there is a plan B to ensure that the NHS has continuity of medical supplies, and will he explain how he expects the interface of the medicines approval regime and the international regulation of medicines to work post Brexit? Will he also guarantee comparable levels of patient safety after we leave the EU?",Lord Bassam of Brighton,Labour,Tentative,0.730029
466,Brexit: Food Standards Regulations,4 September 2018,"My Lords, I ought to be reassured by the Minister’s reply but I am not. In light of his refusal to rule out suspending the UK’s food standards regulations if there is no deal, is this measure being considered seriously? Will the Government publish an impact analysis of such a measure and further commit to working with organisations such as the Chartered Institute of Environmental Health to ensure that all necessary food safety steps are taken before proceeding? Finally, do the Government plan to issue a ministerial direction to the Food Standards Agency regarding its statutory duty to put consumers first in relation to safe food?",Lord Bassam of Brighton,Labour,Confident,0.874932
467,Brexit: Border Control,29 March 2018,"My Lords, the noble Baroness will no doubt be aware of the Haulage Permits and Trailer Registration Bill. Has the Home Office made any estimate of the number of additional staff who will be required to enforce that legislation when it comes into effect if we fail to secure a proper arrangement for the free flow of goods through our ports?",Lord Bassam of Brighton,Labour,Confident,0.735152
468,Brexit: Financial Settlement,11 September 2018,The former Foreign Secretary says that the EU can “go whistle”. Would the Minister like to comment on Mr Boris Johnson’s remark?,Lord Bassam of Brighton,Labour,Tentative,0.68097
469,Brexit: Mental Health Research Funding,23 November 2017,"My Lords, cancer research gets 25% of the UK’s annual research budget. The Minister mentioned that there has been an increase in the research money available for mental health but, as I understand it, mental illness gets only about 6% of the research budget. Why is that, and is there hope that that will be improved?",Baroness Hollins,Crossbench,Tentative,0.739689
470,NHS: Brexit-related Risks,5 July 2018,"My Lords, I am glad that contingency plans are being made. The British public voted to leave the EU because of the promise of £350 million a week to save our NHS. We now hear, however, that Brexit could have catastrophic consequences for the NHS in areas such as staff recruitment and essential supplies and for the adequate resourcing of the NHS to the standard of our EU partners—a standard that we do not yet reach. Will the Minister admit that these promises were wrong and tell the British people that we may need to think again?",Baroness Hollins,Crossbench,Tentative,0.531174
471,Brexit: Trade,1 November 2016,"My Lords, could it be by some quite unimaginable stretch of the imagination that those noble Lords who keep moaning about Brexit are trying to justify the dire warnings about what would happen if we did leave—for instance, a third world war? As the Minister and I come from the fair city of Glasgow, would it be appropriate to say to these people, “Haud yer wheesht”?",Lord McColl of Dulwich,Conservative,Tentative,0.932809
472,Brexit: Support for Farming,11 January 2017,"My Lords, could the Minister confirm that the consultation document will apply to the whole of the United Kingdom, not just to farmers in England? I declare an interest as someone who tries to farm north of the border.",Lord Palmer,Crossbench,Tentative,0.9718
473,Brexit: No Deal,11 September 2018,"My Lords, deal or no deal, does the Minister agree that clamouring for a second referendum erodes the basis of democracy by suggesting that rule by majority is an insufficient condition for democratic legitimacy? Would that therefore lead to a third referendum, and a fourth to verify the third?",Baroness Redfern,Conservative,Tentative,0.608785
474,Brexit: Media Hubs,9 July 2018,"My Lords, does my noble friend agree that there are few things like broadcasts to bring a nation together? Twenty million of us gathered round the television on Saturday to watch England. Will he encourage everybody to get round the set on Wednesday night to support our English lions? We should declare “Waistcoat Wednesday” to support England against Croatia.",Lord Holmes of Richmond,Conservative,Joy,0.721115
475,Brexit: EU Students,11 October 2017,"My Lords, I am sure that the noble Viscount has the sympathy of the House in having to stick, as he says, to a line which has been given to him but which, frankly, is inadequate. He can surely agree with the House that university research, and indeed university undergraduate work, extends over at least three, and often many more, years. Therefore, for him to say to the House, as if it were an act of generosity, that the arrangements will extend until 2018-19 really does not cut much ice, if he will forgive my putting it that way.",Baroness McIntosh of Hudnall,Labour,Confident,0.868558
476,Brexit: Attorney-General’s Advice,29 November 2018,"My Lords, I fully respect the position the Minister is in, but he is not being asked to divulge anything about the content of the Statement that might be put before the House of Commons on Monday. He was asked, for example in the question from the noble Baroness, Lady Hayman, about the intention behind that Statement. If he is not able to say that it is his right honourable friend the Attorney-General’s intention to meet the requirement of the Motion passed in the House of Commons, that is quite a serious matter.",Baroness McIntosh of Hudnall,Labour,Tentative,0.80186
477,Brexit: People’s Vote,12 December 2018,"My Lords, in his Answer to the noble Lord, Lord Dykes, the Minister said that he had seen no representations from anybody on the subject of this Question. On the face of it, it feels a little unlikely that neither he nor any of his colleagues in government have seen any such representations. Can he confirm that and, if it is not strictly true, will he research just how many representations have been received and then write to me?",Baroness McIntosh of Hudnall,Labour,Tentative,0.952012
478,Brexit: EU Citizens in the UK,16 January 2019,"My Lords, is the Minister confident that nothing done by any government department or agency of government has contributed to provoking this anxiety? If she is confident of that, why?",Baroness McIntosh of Hudnall,Labour,Fear,0.578169
479,Brexit: Negotiations,24 April 2017,"My Lords, would the Minister care to confirm, as he has in the past, that accepting the result of the referendum does not have to imply not scrutinising what comes after?",Baroness McIntosh of Hudnall,Labour,Sadness,0.527807
480,Brexit: Creative Industries,30 January 2017,"My Lords, would the noble Lord accept that one of the important ways in which the creative industries grow in this country is through the education establishments that provide skills, through both specialist training and the schools system? At the moment, we face the risk that the very best people from the EU and beyond will no longer want to come and train in this country because it will be too expensive and, frankly, less good. That will not help us or the rest of the world. Perhaps the noble Lord would consider that when the Government come to make their decisions.",Baroness McIntosh of Hudnall,Labour,Joy,0.567498
481,Brexit: Sheep Farmers,22 May 2018,"My Lords, does the Minister agree that livestock farmers in upland and less favoured areas—where lambing percentages are much lower and mortality rates are much higher than their lowland counterparts—must be supported following Brexit, as must their communities, and that any change in the farm payments scheme must recognise this? These are special cases.",The Earl of Shrewsbury,Conservative,Confident,0.554113
482,Brexit: Economic Impact on North-East England,10 January 2017,"My Lords, does the Minister recognise that there are very different economies in the different regions of this country? The economy of the north-east is fundamentally different from that of the south-east and London. There are also social challenges that are not found elsewhere in the country. Does she recognise that many people in the north-east feel that the divisions in this country now are as bad as they were in the 1980s and the early 1990s when we lost our industrial base of shipbuilding, coal mining and steel making? What are the Government going to do to address properly the differences in our country, given that they have got rid of regional policy? They have to be addressed, otherwise the people that she has been lauding will feel very betrayed.",,,Confident,0.748723
483,Brexit: Triggering Article 50,29 March 2017,"My Lords, from these Benches we welcome the Prime Minister’s Statement, especially the intention of both sides to work together as a priority to solve the complex issues of EU and EEA nationals, not least the many students and academics in our universities. Indications from Michel Barnier earlier this week implied that the EU will negotiate in full transparency, publishing all documents relating to the negotiations. Will Her Majesty’s Government, while not wanting to give a running commentary, make the same commitment, enabling Parliament and the public to follow and scrutinise negotiation materials, given that such transparency will contribute to maintaining the strength of our union in the United Kingdom and future partnerships with the EU?",The Lord Bishop of Winchester,Bishops,Joy,0.544417
484,Brexit: Cultural and Educational Programmes,30 November 2017,"My Lords, I am afraid that the Minister does not appear to appreciate what a tragedy this is for higher education in this country. Erasmus was absolutely central to my own experience when I was a vice-chancellor for several years in the 1990s. It is central to the links that are being created—still—between British and continental universities. I was able to create one myself last month between the University of Wales and universities in France. Erasmus is pivotal to the staff links, the research links and the wider links that we have succeeded in developing. Is this not an example of cultural impoverishment as a result of economic impoverishment in the creation of the Brexit disaster?",Lord Morgan,Labour,Fear,0.619464
485,Brexit: EU Students,11 October 2017,"We were not told by the Minister the remit of the committee that is being set up. Will it include the importance of research in our universities? Without this policy of a large number of EU students coming in, the creative work of our universities would be decimated.",Lord Morgan,Labour,Confident,0.608066
486,Brexit: Health and Social Care Workforce,13 December 2018,"My Lords, I am grateful to the Minister for the value that he places on those working in the social care and health sector, but the National Institute of Economic and Social Research identifies that the sector is under considerable pressure, even before we consider Brexit. The Royal College of Nursing states that fewer nurses started training in our universities this year. Fifteen per cent of all our nursing roles have vacancies in London. Experience tells us that recruitment is complex. Can the Minister reassure the House that in an environment that uses the language of taking back control of our borders and controlling immigration, steps are being taken to reassure not just those within the EU but outside it that they remain a valued and essential part of our diverse health and social care sector?",The Lord Bishop of London,Bishops,Joy,0.562692
487,Brexit: Legislating for the United Kingdom’s Withdrawal from the European Union,30 March 2017,"My Lords, I am sure the Minister has well in mind the problems with amending legislation of a subordinate nature in this House. I have experience of dealing with a much more modest situation, which arose when I was Lord Chief Justice and the Lord Chancellor’s status transformed, and we realised that over 300 pieces of legislation had not been taken into account. I suggest that it is possible to include in whatever the Bill will be called—great or otherwise—a provision which enables a statutory instrument to be amended without affecting its validity. That will give much greater comfort to those in this House with regard to what is proposed.",Lord Woolf,Crossbench,Joy,0.62144
488,Brexit: Farm Support,6 November 2017,"My Lords, I draw attention to my interests as set out in the register of interests. In any trade agreement, the United States will insist on unfettered rights to export to us pigmeat, beef and sheepmeat. What effect will this have on farmers’ livestock values?",Lord Burnett,Liberal Democrat,Tentative,0.672523
489,Brexit: UK-Irish Relations,5 September 2017,"My Lords, I follow many speakers, in particular the speaker who has just spoken, with concerns about what we should be doing. I am participating in this debate because of the key issue of Brexit to this country. The key element is undoubtedly the relationship between the UK and Ireland, so long established and much improved in recent years. As much as anything, I want to listen to the many speakers who have specific knowledge on the relationship.",Lord Cotter,Liberal Democrat,Tentative,0.591603
490,Brexit: UK-Irish Relations,5 September 2017,"To me, the issue of the border between the south and the north accentuates the whole issue of working co-operatively with people in this world of ours. Why am I concerned about the potential breakdown of relations between Ireland and the UK? It is because it is vital and productive for both nations to keep peace going, but also for me and many others it is that we need to perpetuate co-operation with people so close to us. Trade is important, but so is friendship.",Lord Cotter,Liberal Democrat,Joy,0.647682
491,Brexit: UK-Irish Relations,5 September 2017,"Unlike many noble Lords, I do not have detailed views of the present complications and the complications that could arise, so I am listening and learning, but above all I portray myself as a member of the public who sees no negatives about the present close relationships with our neighbours in Ireland and elsewhere in Europe and in the world. We are seeing peace. I declare a specific interest in the Ireland issue. I have a UK passport but I can also have an Irish passport, thanks to my mother who was born and brought up in County Tipperary in southern Ireland. The Governments of both countries can and should not find it difficult, as previous speakers have said, to find a way to maintain our beneficial relationship.",Lord Cotter,Liberal Democrat,Joy,0.607708
492,Brexit: Least Developed Countries,16 November 2017,"My Lords, I join the noble Baroness, Lady Chalker, in congratulating my noble friend Lord Sandwich on bringing forward this very important subject. The noble Baroness and I shared many happy hours in the other place and, even then, more united us than divided us, and I am glad that that is still the case. We are talking about dealing with what we now call lesser developed countries. We used to call them underdeveloped countries; the jargon has changed quite a bit. I hope noble Lords realise that this is an extremely important issue.",Lord Hughes of Woodside,Labour,Joy,0.772066
